id,nome,cpf,entrada,saida,setor,foto,visitante_id,created_at,updated_at,deleted_at
198,"Irene Burton",358.282.633-79,"2024-01-22 14:04:21","2025-04-08 23:32:19","São Gonçalo do Amarante",null,198,NULL,NULL,NULL
199,"Dawn Waters",485.834.680-76,"2025-07-20 13:09:37","2023-11-22 21:05:01",Extremoz,null,199,NULL,NULL,NULL
200,"Quamar Vang",484.875.218-28,"2025-05-26 11:01:52","2024-05-11 11:14:52","São Gonçalo do Amarante",null,200,NULL,NULL,NULL
201,"Xantha Fry",095.832.723-26,"2025-01-09 02:17:41","2023-09-05 20:11:01",Macaíba,null,201,NULL,NULL,NULL
202,"Blythe Wallace",857.306.269-88,"2025-05-21 19:20:01","2023-12-25 02:30:39","São Gonçalo do Amarante",null,202,NULL,NULL,NULL
203,"Yoshio Howell",773.737.456-82,"2025-02-28 08:28:43","2024-10-04 21:51:51",Ceará-Mirim,null,203,NULL,NULL,NULL
204,"Tad Black",836.376.278-98,"2023-09-14 19:31:35","2024-12-25 08:36:23",Parnamirim,null,204,NULL,NULL,NULL
205,"Upton Nelson",602.843.687-34,"2025-05-26 00:01:28","2024-01-22 17:45:48",Macaíba,null,205,NULL,NULL,NULL
206,"Carl Hurley",582.175.965-62,"2025-02-06 19:02:21","2023-08-22 16:23:49","São Gonçalo do Amarante",null,206,NULL,NULL,NULL
207,"Wesley Simon",122.550.285-85,"2024-12-28 16:14:07","2024-10-09 04:51:03",Macaíba,null,207,NULL,NULL,NULL
208,"Forrest Paul",123.435.451-32,"2023-09-08 05:30:28","2024-02-18 06:40:16",Ceará-Mirim,null,208,NULL,NULL,NULL
209,"Kelsey Charles",178.731.172-17,"2024-07-03 13:32:00","2025-01-13 02:05:03",Ceará-Mirim,null,209,NULL,NULL,NULL
210,"Kameko Carpenter",920.145.307-97,"2024-12-07 12:22:21","2023-11-29 15:16:14",Extremoz,null,210,NULL,NULL,NULL
211,"Aladdin Valentine",431.635.982-30,"2023-08-30 18:51:41","2025-02-18 10:02:50",Ceará-Mirim,null,211,NULL,NULL,NULL
212,"Emmanuel Franklin",284.032.667-87,"2024-12-21 07:00:33","2024-10-17 17:47:23",Parnamirim,null,212,NULL,NULL,NULL
213,"Sierra Spencer",719.528.185-87,"2024-12-03 22:59:35","2025-07-04 08:46:14",Parnamirim,null,213,NULL,NULL,NULL
214,"Ryder Sheppard",567.392.245-22,"2024-10-28 10:27:18","2024-09-21 06:19:25",Natal,null,214,NULL,NULL,NULL
215,"Anne Griffin",991.028.288-23,"2024-06-10 11:10:21","2024-10-26 04:07:56",Extremoz,null,215,NULL,NULL,NULL
216,"TaShya Martinez",133.771.853-27,"2023-08-21 19:41:54","2023-11-25 19:06:57",Macaíba,null,216,NULL,NULL,NULL
217,"Warren Alvarez",148.112.376-71,"2024-02-18 19:24:24","2024-04-26 08:59:54",Macaíba,null,217,NULL,NULL,NULL
218,"Axel Clark",976.463.478-17,"2024-08-22 10:03:43","2023-08-21 06:59:27",Extremoz,null,218,NULL,NULL,NULL
219,"Zena Mcconnell",246.778.721-61,"2024-01-16 13:51:04","2025-07-31 16:09:33",Extremoz,null,219,NULL,NULL,NULL
220,"Dalton Norris",228.790.818-26,"2025-07-05 19:46:54","2023-12-01 01:38:48",Macaíba,null,220,NULL,NULL,NULL
221,"Mikayla Hernandez",549.528.532-54,"2024-11-01 01:40:27","2024-12-03 13:59:04",Ceará-Mirim,null,221,NULL,NULL,NULL
222,"Cailin Underwood",671.816.567-40,"2024-02-26 12:45:36","2023-11-05 05:29:23",Natal,null,222,NULL,NULL,NULL
223,"Gabriel Pate",217.476.380-19,"2025-06-15 12:36:37","2024-01-03 12:27:21","São Gonçalo do Amarante",null,223,NULL,NULL,NULL
224,"Karen Jarvis",537.148.409-58,"2024-05-29 13:12:54","2025-01-11 18:13:28",Macaíba,null,224,NULL,NULL,NULL
225,"Octavia Macdonald",188.674.264-11,"2024-08-25 16:10:55","2025-07-12 08:27:05",Ceará-Mirim,null,225,NULL,NULL,NULL
226,"Felix Marshall",233.981.273-12,"2025-06-07 17:19:51","2024-04-11 06:41:14",Extremoz,null,226,NULL,NULL,NULL
227,"Stacy Carr",578.771.142-22,"2024-06-30 04:27:17","2023-10-25 23:11:29",Ceará-Mirim,null,227,NULL,NULL,NULL
228,"Shad Montgomery",376.351.683-00,"2024-04-14 23:04:04","2024-02-29 22:13:03",Extremoz,null,228,NULL,NULL,NULL
229,"Orlando Mccray",423.077.830-95,"2023-10-06 14:34:12","2023-08-12 20:31:29",Parnamirim,null,229,NULL,NULL,NULL
230,"Dustin Slater",374.144.878-53,"2024-07-07 01:15:32","2023-08-27 11:25:32",Natal,null,230,NULL,NULL,NULL
231,"Nasim Neal",562.033.754-78,"2025-01-09 02:55:25","2024-12-09 23:16:34",Extremoz,null,231,NULL,NULL,NULL
232,"Malik Flores",884.841.184-11,"2024-07-08 21:18:29","2024-04-28 21:05:21",Parnamirim,null,232,NULL,NULL,NULL
233,"Carson Gamble",186.225.119-14,"2024-08-08 02:35:17","2025-04-10 10:01:15",Natal,null,233,NULL,NULL,NULL
234,"Nathan Wallace",113.732.061-62,"2024-12-30 05:17:45","2024-04-02 02:50:47","São Gonçalo do Amarante",null,234,NULL,NULL,NULL
235,"Anthony Simon",016.522.731-83,"2025-05-11 03:20:25","2024-01-24 17:56:43","São Gonçalo do Amarante",null,235,NULL,NULL,NULL
236,"Iona Joseph",896.626.386-47,"2025-07-10 02:20:32","2024-10-29 14:27:07",Extremoz,null,236,NULL,NULL,NULL
237,"Wesley Gilmore",555.742.514-44,"2023-10-09 17:59:14","2024-08-30 05:10:51",Extremoz,null,237,NULL,NULL,NULL
238,"Quinlan Maxwell",871.768.263-10,"2025-07-16 23:49:08","2024-08-17 11:12:13",Extremoz,null,238,NULL,NULL,NULL
239,"Bree Keith",741.893.247-14,"2025-03-06 04:08:16","2024-03-07 01:16:21",Extremoz,null,239,NULL,NULL,NULL
240,"Malcolm Lynn",282.547.155-72,"2025-02-18 19:22:40","2025-02-06 02:37:57",Extremoz,null,240,NULL,NULL,NULL
241,"Kennan Vaughn",947.632.197-22,"2024-03-06 07:12:12","2025-03-18 14:37:21",Extremoz,null,241,NULL,NULL,NULL
242,"Talon Clemons",548.523.702-22,"2023-10-13 13:52:54","2024-12-27 21:12:12",Parnamirim,null,242,NULL,NULL,NULL
243,"Erich Wade",486.485.323-73,"2024-08-15 17:59:34","2024-02-02 10:08:54",Extremoz,null,243,NULL,NULL,NULL
244,"Xyla Dillard",165.953.877-47,"2024-06-23 09:04:26","2024-06-27 10:55:47",Extremoz,null,244,NULL,NULL,NULL
245,"Brendan Cohen",505.197.652-34,"2025-01-22 14:04:31","2023-10-10 18:04:22","São Gonçalo do Amarante",null,245,NULL,NULL,NULL
246,"Cynthia Sampson",849.346.561-54,"2024-07-04 06:05:54","2024-02-24 18:26:30",Natal,null,246,NULL,NULL,NULL
247,"Wesley Maldonado",643.703.493-36,"2025-08-02 03:26:06","2025-04-28 04:32:51",Parnamirim,null,247,NULL,NULL,NULL
248,"Beatrice Michael",495.896.474-37,"2024-06-07 00:14:45","2023-10-05 07:29:20",Extremoz,null,248,NULL,NULL,NULL
249,"Aurora Chandler",673.716.464-10,"2024-11-23 03:43:11","2024-07-16 19:55:27",Parnamirim,null,249,NULL,NULL,NULL
250,"Halla Mcconnell",283.609.919-63,"2025-04-09 15:34:21","2025-05-08 20:49:20",Macaíba,null,250,NULL,NULL,NULL
251,"Sonia Burns",945.526.415-34,"2023-12-07 07:56:22","2024-07-26 02:27:06",Parnamirim,null,251,NULL,NULL,NULL
252,"Pascale Wolf",611.176.877-95,"2025-03-07 19:37:01","2024-10-23 16:31:43",Natal,null,252,NULL,NULL,NULL
253,"Hunter Bruce",371.237.644-21,"2024-07-03 09:42:36","2023-08-09 18:07:04",Ceará-Mirim,null,253,NULL,NULL,NULL
254,"Signe Mcbride",375.231.303-89,"2023-09-30 21:10:10","2025-02-23 17:05:15",Macaíba,null,254,NULL,NULL,NULL
255,"Joel Chan",427.965.588-50,"2024-12-26 14:23:34","2024-11-17 02:13:36",Extremoz,null,255,NULL,NULL,NULL
256,"Burke Hatfield",107.184.247-71,"2024-05-29 06:24:25","2024-03-02 21:29:41",Extremoz,null,256,NULL,NULL,NULL
257,"Hiram Barnett",768.505.628-84,"2024-02-27 00:39:34","2023-12-04 03:24:18",Ceará-Mirim,null,257,NULL,NULL,NULL
258,"Buffy Castaneda",079.655.122-75,"2025-01-13 04:05:18","2023-09-06 13:07:09",Macaíba,null,258,NULL,NULL,NULL
259,"Elmo Camacho",704.868.918-61,"2024-03-15 07:16:28","2024-10-23 20:16:48",Macaíba,null,259,NULL,NULL,NULL
260,"Ori Campos",619.741.384-37,"2025-04-22 23:08:15","2025-04-03 09:09:57",Ceará-Mirim,null,260,NULL,NULL,NULL
261,"Kato Harmon",856.195.766-08,"2025-02-11 03:36:40","2023-11-18 01:49:35",Macaíba,null,261,NULL,NULL,NULL
262,"Grant Oneil",828.340.872-95,"2024-10-31 04:10:30","2024-12-31 04:52:22",Natal,null,262,NULL,NULL,NULL
263,"Lana Tyson",664.761.974-65,"2024-05-31 19:35:11","2025-06-23 16:33:41",Parnamirim,null,263,NULL,NULL,NULL
264,"Kylan Daniels",705.004.226-10,"2023-11-21 21:44:27","2023-09-02 16:04:23",Ceará-Mirim,null,264,NULL,NULL,NULL
265,"Mannix Porter",255.883.546-42,"2024-09-25 03:47:56","2025-03-27 23:44:15",Parnamirim,null,265,NULL,NULL,NULL
266,"David Fox",154.714.438-22,"2024-01-19 18:22:39","2024-09-12 14:41:15",Parnamirim,null,266,NULL,NULL,NULL
267,"Tanner Schmidt",743.311.775-03,"2025-06-23 23:40:51","2023-11-01 18:01:43",Natal,null,267,NULL,NULL,NULL
268,"Mallory Watts",751.156.157-65,"2025-06-18 22:53:20","2025-04-21 12:37:54",Natal,null,268,NULL,NULL,NULL
269,"Leo Boyd",123.809.315-64,"2023-08-18 11:38:38","2024-07-18 20:51:30",Parnamirim,null,269,NULL,NULL,NULL
270,"Rigel Jimenez",304.102.754-30,"2024-05-20 13:58:58","2024-03-19 06:17:39",Ceará-Mirim,null,270,NULL,NULL,NULL
271,"Zahir Hess",884.523.765-64,"2025-02-15 09:17:51","2025-04-17 23:01:43","São Gonçalo do Amarante",null,271,NULL,NULL,NULL
272,"Georgia Schmidt",893.581.063-99,"2024-09-10 17:02:50","2023-10-08 09:55:39",Parnamirim,null,272,NULL,NULL,NULL
273,"Zelenia Patterson",000.887.324-26,"2024-12-24 17:08:18","2024-02-16 16:39:20",Macaíba,null,273,NULL,NULL,NULL
274,"Kylie Cooley",121.315.643-38,"2025-05-13 16:54:11","2025-03-26 13:32:29",Parnamirim,null,274,NULL,NULL,NULL
275,"Sophia Nielsen",576.225.201-89,"2024-11-13 01:31:18","2023-10-29 23:02:28","São Gonçalo do Amarante",null,275,NULL,NULL,NULL
276,"Eve Gentry",024.470.285-64,"2025-05-23 05:35:42","2024-03-10 18:51:49",Macaíba,null,276,NULL,NULL,NULL
277,"Carl Suarez",658.973.686-31,"2025-04-25 22:51:03","2025-07-11 23:44:50",Macaíba,null,277,NULL,NULL,NULL
278,"Igor Buck",047.923.467-21,"2025-05-07 10:19:25","2025-04-21 06:44:46","São Gonçalo do Amarante",null,278,NULL,NULL,NULL
279,"Kay Mcdowell",885.332.281-75,"2025-07-27 20:47:48","2024-12-12 10:38:15","São Gonçalo do Amarante",null,279,NULL,NULL,NULL
280,"Tanisha Copeland",925.187.746-48,"2024-06-14 11:42:04","2024-11-13 16:06:01","São Gonçalo do Amarante",null,280,NULL,NULL,NULL
281,"Alika Valencia",869.604.851-18,"2023-08-28 07:22:11","2025-08-04 05:06:18",Ceará-Mirim,null,281,NULL,NULL,NULL
282,"Emerald Pittman",549.844.531-68,"2025-05-15 02:03:07","2025-05-18 23:13:04",Macaíba,null,282,NULL,NULL,NULL
283,"Talon Mejia",637.286.785-33,"2024-09-11 15:40:12","2024-07-12 17:49:30",Parnamirim,null,283,NULL,NULL,NULL
284,"Abigail Walls",185.384.837-27,"2024-02-26 07:20:45","2025-02-25 04:44:09",Parnamirim,null,284,NULL,NULL,NULL
285,"Dane Howell",116.385.709-55,"2025-06-11 23:58:51","2025-04-10 06:20:01",Extremoz,null,285,NULL,NULL,NULL
286,"Montana Zimmerman",553.104.817-01,"2024-05-26 20:38:46","2025-04-09 17:51:41",Parnamirim,null,286,NULL,NULL,NULL
287,"Galvin Walton",508.433.854-66,"2024-11-12 15:56:38","2023-12-25 04:13:44",Ceará-Mirim,null,287,NULL,NULL,NULL
288,"Louis Bailey",564.475.221-89,"2025-05-28 17:09:11","2023-09-24 11:26:52",Ceará-Mirim,null,288,NULL,NULL,NULL
289,"Adele Henry",162.886.859-88,"2025-07-04 12:33:26","2024-11-26 01:54:09",Macaíba,null,289,NULL,NULL,NULL
290,"Carol Slater",438.802.937-30,"2025-06-02 16:18:42","2024-01-26 10:56:50",Macaíba,null,290,NULL,NULL,NULL
291,"Fuller Bailey",330.287.425-81,"2024-09-19 03:19:55","2024-08-26 09:23:45",Macaíba,null,291,NULL,NULL,NULL
292,"Dorothy Richmond",835.178.605-77,"2023-12-18 06:31:57","2025-03-14 02:29:12",Parnamirim,null,292,NULL,NULL,NULL
293,"Clarke King",507.614.330-35,"2025-05-15 21:42:02","2025-04-04 06:53:02",Natal,null,293,NULL,NULL,NULL
294,"September Stephenson",720.899.181-24,"2023-11-05 02:45:09","2024-12-07 09:42:43",Parnamirim,null,294,NULL,NULL,NULL
295,"Aquila Sargent",178.297.774-56,"2024-09-06 05:52:13","2024-11-18 05:33:46","São Gonçalo do Amarante",null,295,NULL,NULL,NULL
296,"Hall Castro",388.434.593-38,"2024-08-08 08:34:40","2024-07-24 07:15:56",Natal,null,296,NULL,NULL,NULL
297,"Finn Hooper",467.501.508-85,"2025-07-25 22:12:30","2023-10-31 11:04:43",Extremoz,null,297,NULL,NULL,NULL
298,"Destiny Ray",071.935.991-25,"2023-09-20 08:48:09","2024-05-30 05:05:10",Natal,null,298,NULL,NULL,NULL
299,"Yoko Spencer",435.420.277-57,"2024-09-21 23:21:07","2024-11-27 11:41:27",Extremoz,null,299,NULL,NULL,NULL
300,"Hiroko Reynolds",926.341.974-48,"2024-03-18 13:58:38","2024-12-05 11:18:20",Ceará-Mirim,null,300,NULL,NULL,NULL
301,"Gwendolyn Ashley",183.818.915-25,"2024-11-17 09:14:39","2024-12-07 13:15:34",Parnamirim,null,301,NULL,NULL,NULL
302,"Gail Boyle",418.633.377-94,"2024-05-11 00:54:56","2024-07-01 13:39:28",Parnamirim,null,302,NULL,NULL,NULL
303,"Dorian Caldwell",527.122.677-35,"2023-11-23 07:31:35","2023-12-17 02:44:56",Ceará-Mirim,null,303,NULL,NULL,NULL
304,"Savannah Mclean",292.124.745-48,"2025-02-23 11:22:25","2024-05-08 00:54:54",Ceará-Mirim,null,304,NULL,NULL,NULL
305,"Hilel Morin",842.198.617-22,"2024-01-19 17:54:26","2024-09-02 06:33:20",Extremoz,null,305,NULL,NULL,NULL
306,"Cameron Hull",513.465.771-67,"2025-04-21 02:47:54","2023-11-25 09:52:31","São Gonçalo do Amarante",null,306,NULL,NULL,NULL
307,"Walter Scott",465.826.949-56,"2024-12-19 09:20:05","2025-01-13 03:14:02",Ceará-Mirim,null,307,NULL,NULL,NULL
308,"Rylee Hester",425.110.623-84,"2024-03-01 17:21:46","2025-05-16 14:23:17",Extremoz,null,308,NULL,NULL,NULL
309,"Brock Dodson",473.802.635-40,"2024-05-03 08:09:50","2024-08-10 17:11:14",Macaíba,null,309,NULL,NULL,NULL
310,"Ivor Sawyer",265.218.058-72,"2025-02-16 10:53:03","2025-02-26 12:19:40",Macaíba,null,310,NULL,NULL,NULL
311,"Zenia Murphy",714.078.228-88,"2024-06-23 01:08:48","2025-02-15 05:06:50","São Gonçalo do Amarante",null,311,NULL,NULL,NULL
312,"Xanthus King",850.675.367-62,"2025-01-25 05:50:19","2025-03-14 22:58:14","São Gonçalo do Amarante",null,312,NULL,NULL,NULL
313,"Kennedy Murphy",203.896.687-65,"2024-04-11 07:09:19","2024-06-19 16:40:51",Extremoz,null,313,NULL,NULL,NULL
314,"Kibo Curtis",595.315.730-06,"2024-06-20 07:20:10","2024-06-23 14:01:17",Ceará-Mirim,null,314,NULL,NULL,NULL
315,"Ramona Newton",111.845.415-98,"2024-03-07 00:32:36","2025-01-20 17:08:50",Natal,null,315,NULL,NULL,NULL
316,"Bree Sweeney",479.160.663-32,"2024-03-06 04:37:25","2023-09-25 23:18:11",Extremoz,null,316,NULL,NULL,NULL
317,"Robert Hewitt",888.881.577-63,"2025-04-11 01:22:37","2025-04-12 06:59:10",Extremoz,null,317,NULL,NULL,NULL
318,"Ocean Yates",419.992.282-81,"2024-01-08 21:57:17","2023-09-08 11:07:59","São Gonçalo do Amarante",null,318,NULL,NULL,NULL
319,"Burton Hess",661.816.533-31,"2025-08-01 17:37:50","2025-02-11 05:33:17",Ceará-Mirim,null,319,NULL,NULL,NULL
320,"Michelle Payne",624.039.731-55,"2024-04-20 04:14:12","2023-09-07 19:11:15",Macaíba,null,320,NULL,NULL,NULL
321,"Wynne Saunders",581.731.308-77,"2024-08-22 21:51:33","2024-12-27 21:17:32",Parnamirim,null,321,NULL,NULL,NULL
322,"Lysandra Mays",477.052.167-99,"2024-12-30 20:03:45","2024-02-12 05:33:12",Ceará-Mirim,null,322,NULL,NULL,NULL
323,"Margaret Carr",168.777.464-38,"2024-01-04 21:47:12","2025-03-31 13:48:29",Ceará-Mirim,null,323,NULL,NULL,NULL
324,"Tallulah Thomas",891.147.145-07,"2023-08-14 15:47:57","2024-02-26 11:40:29",Parnamirim,null,324,NULL,NULL,NULL
325,"Kalia Cox",879.175.069-45,"2024-04-14 13:22:48","2023-10-26 03:25:57","São Gonçalo do Amarante",null,325,NULL,NULL,NULL
326,"Marah Jensen",689.374.241-14,"2025-05-09 01:53:25","2024-06-21 14:38:42",Parnamirim,null,326,NULL,NULL,NULL
327,"Julie Alvarez",734.051.573-21,"2024-09-27 23:21:22","2025-06-13 08:28:57",Natal,null,327,NULL,NULL,NULL
328,"Cara Mack",091.615.857-42,"2024-08-08 00:23:56","2023-11-03 17:07:08",Ceará-Mirim,null,328,NULL,NULL,NULL
329,"Linus Wallace",562.281.788-78,"2024-11-08 22:48:38","2023-10-08 03:30:13",Parnamirim,null,329,NULL,NULL,NULL
330,"Len Valentine",243.244.664-77,"2024-09-27 10:43:27","2024-06-11 22:13:32",Extremoz,null,330,NULL,NULL,NULL
331,"Quintessa Hurst",304.242.192-18,"2023-09-09 23:42:12","2024-09-10 03:31:52",Macaíba,null,331,NULL,NULL,NULL
332,"Ayanna Hogan",407.077.215-56,"2025-02-03 01:07:40","2025-03-21 18:48:58",Natal,null,332,NULL,NULL,NULL
333,"Aileen Fuller",839.009.624-29,"2025-02-23 18:49:01","2024-07-29 14:24:46",Parnamirim,null,333,NULL,NULL,NULL
334,"Jessamine Strong",710.052.631-69,"2025-01-06 12:04:38","2025-07-15 17:35:44",Extremoz,null,334,NULL,NULL,NULL
335,"Medge Travis",376.986.625-05,"2023-11-09 17:58:19","2024-06-21 22:42:58",Extremoz,null,335,NULL,NULL,NULL
336,"Tanner Marshall",123.431.525-27,"2025-03-04 13:54:53","2024-07-03 11:02:14","São Gonçalo do Amarante",null,336,NULL,NULL,NULL
337,"Stacy Owens",983.462.274-77,"2025-06-07 08:26:07","2024-05-15 18:14:01",Extremoz,null,337,NULL,NULL,NULL
338,"Jane Kramer",805.854.174-18,"2025-07-26 09:13:14","2025-07-09 02:14:29",Macaíba,null,338,NULL,NULL,NULL
339,"Christine Barry",211.887.155-85,"2024-05-18 22:11:02","2023-08-24 11:44:26",Natal,null,339,NULL,NULL,NULL
340,"Mari Little",526.624.715-55,"2024-12-30 15:58:58","2024-01-12 01:39:52",Ceará-Mirim,null,340,NULL,NULL,NULL
341,"Xyla Wells",641.811.834-46,"2024-06-10 19:46:17","2023-10-03 08:30:24",Natal,null,341,NULL,NULL,NULL
342,"Chadwick Lamb",064.145.521-48,"2024-09-02 20:31:50","2024-02-19 09:57:05",Natal,null,342,NULL,NULL,NULL
343,"Travis Benjamin",953.472.470-11,"2023-10-25 16:22:59","2024-11-13 07:10:09",Parnamirim,null,343,NULL,NULL,NULL
344,"Keane Byers",210.161.772-44,"2025-02-07 10:08:16","2025-07-16 08:30:37",Parnamirim,null,344,NULL,NULL,NULL
345,"Serina Reilly",118.496.729-12,"2024-03-03 12:51:14","2023-10-31 17:45:16",Ceará-Mirim,null,345,NULL,NULL,NULL
346,"Nolan Norman",861.705.164-52,"2023-11-30 11:15:09","2023-10-05 05:21:39",Parnamirim,null,346,NULL,NULL,NULL
347,"Ross Chen",550.651.637-39,"2025-07-28 02:49:47","2023-09-03 05:20:43",Parnamirim,null,347,NULL,NULL,NULL
348,"Hashim Dominguez",516.370.154-96,"2025-07-29 21:27:34","2024-09-21 10:24:19","São Gonçalo do Amarante",null,348,NULL,NULL,NULL
349,"Rajah Flores",103.477.839-01,"2023-09-06 11:18:28","2024-03-08 22:39:13",Parnamirim,null,349,NULL,NULL,NULL
350,"Imogene Wells",790.267.779-61,"2024-06-26 12:38:22","2025-02-18 12:22:45",Macaíba,null,350,NULL,NULL,NULL
351,"Devin Beck",439.133.457-38,"2023-12-04 09:40:09","2024-12-11 04:38:46",Ceará-Mirim,null,351,NULL,NULL,NULL
352,"Allistair Moses",454.597.628-31,"2024-05-10 23:04:57","2025-02-19 09:20:15",Macaíba,null,352,NULL,NULL,NULL
353,"Jenette Reed",856.119.695-85,"2024-08-19 10:00:18","2025-03-29 13:55:10",Ceará-Mirim,null,353,NULL,NULL,NULL
354,"Porter Mcintyre",423.205.974-80,"2024-10-24 21:49:05","2024-06-10 19:33:38",Ceará-Mirim,null,354,NULL,NULL,NULL
355,"Hammett Calderon",836.043.447-85,"2023-09-17 04:23:13","2024-12-26 05:03:05","São Gonçalo do Amarante",null,355,NULL,NULL,NULL
356,"Elvis Juarez",793.437.136-19,"2024-12-28 05:10:30","2024-09-03 06:08:53",Natal,null,356,NULL,NULL,NULL
357,"Samuel Gross",434.307.187-21,"2025-05-17 05:57:37","2023-11-19 10:43:28",Parnamirim,null,357,NULL,NULL,NULL
358,"Burke Hendrix",748.530.156-53,"2024-08-14 12:48:42","2023-12-20 11:24:53",Natal,null,358,NULL,NULL,NULL
359,"Dara Pierce",813.842.452-63,"2023-10-13 04:28:45","2023-11-29 17:36:08",Parnamirim,null,359,NULL,NULL,NULL
360,"Rudyard Gould",410.138.616-60,"2024-09-06 05:09:36","2024-03-15 03:15:54",Macaíba,null,360,NULL,NULL,NULL
361,"Lamar Jones",979.393.919-76,"2024-11-30 17:46:26","2024-04-27 03:17:42",Ceará-Mirim,null,361,NULL,NULL,NULL
362,"Amos Summers",162.231.104-12,"2025-04-27 02:44:36","2024-09-13 14:32:07",Macaíba,null,362,NULL,NULL,NULL
363,"Dean Alford",364.852.915-48,"2023-08-21 01:56:35","2024-04-29 01:38:19",Parnamirim,null,363,NULL,NULL,NULL
364,"Tanek Michael",105.174.235-22,"2023-10-06 23:28:56","2024-09-02 05:47:24",Natal,null,364,NULL,NULL,NULL
365,"Orlando Gould",248.413.075-72,"2025-01-13 06:53:07","2024-06-28 16:58:30",Natal,null,365,NULL,NULL,NULL
366,"Lydia Hill",117.864.981-11,"2025-01-22 16:28:17","2024-07-17 05:27:53",Parnamirim,null,366,NULL,NULL,NULL
367,"Kylan Watts",415.821.518-37,"2025-06-16 14:20:46","2025-01-26 10:27:58",Natal,null,367,NULL,NULL,NULL
368,"Prescott Richmond",897.652.473-19,"2025-07-17 19:16:48","2025-06-07 11:23:51",Extremoz,null,368,NULL,NULL,NULL
369,"Arsenio Puckett",972.033.212-49,"2023-12-09 19:13:45","2023-09-12 16:33:05",Parnamirim,null,369,NULL,NULL,NULL
370,"Joan Blankenship",317.374.937-44,"2023-11-29 20:03:57","2023-08-27 22:15:00",Extremoz,null,370,NULL,NULL,NULL
371,"Kimberley Aguilar",073.581.505-13,"2023-09-28 23:49:54","2024-05-19 10:20:36",Extremoz,null,371,NULL,NULL,NULL
372,"Ryder Albert",333.210.624-23,"2025-01-24 13:38:32","2025-06-14 06:39:29",Macaíba,null,372,NULL,NULL,NULL
373,"Tad Mathis",676.256.335-91,"2024-12-27 19:01:30","2025-08-06 15:04:46",Parnamirim,null,373,NULL,NULL,NULL
374,"Winter Camacho",888.578.261-42,"2025-07-08 08:19:29","2024-12-17 20:32:14","São Gonçalo do Amarante",null,374,NULL,NULL,NULL
375,"Amos Foster",325.173.645-44,"2025-01-25 22:08:57","2025-06-24 13:35:01",Ceará-Mirim,null,375,NULL,NULL,NULL
376,"Gretchen Parrish",583.768.077-29,"2023-10-06 23:09:22","2023-09-08 17:42:45",Macaíba,null,376,NULL,NULL,NULL
377,"Hillary Snow",126.749.127-34,"2024-09-10 10:11:30","2025-03-22 14:54:09",Natal,null,377,NULL,NULL,NULL
378,"Scarlett Beach",437.411.033-02,"2025-06-15 07:04:50","2023-09-28 14:59:59",Parnamirim,null,378,NULL,NULL,NULL
379,"Chaney Woodward",476.355.059-68,"2024-05-07 21:19:05","2025-06-28 09:08:49",Parnamirim,null,379,NULL,NULL,NULL
380,"Glenna Grant",873.830.357-85,"2024-06-27 12:11:39","2023-11-08 06:48:27",Parnamirim,null,380,NULL,NULL,NULL
381,"Ori Ortega",686.877.519-93,"2023-08-08 17:44:35","2024-09-30 03:09:49",Macaíba,null,381,NULL,NULL,NULL
382,"Debra Holland",261.148.274-82,"2024-07-14 19:54:20","2024-08-11 12:42:31",Ceará-Mirim,null,382,NULL,NULL,NULL
383,"Alexa Owens",365.206.603-57,"2024-12-26 02:02:26","2025-01-04 08:41:10",Extremoz,null,383,NULL,NULL,NULL
384,"Evelyn Monroe",844.873.128-27,"2023-08-26 22:33:22","2025-06-04 20:51:19",Parnamirim,null,384,NULL,NULL,NULL
385,"Emi Thornton",361.153.670-87,"2024-05-28 06:51:39","2024-04-10 03:40:39",Extremoz,null,385,NULL,NULL,NULL
386,"Akeem Chang",342.589.354-03,"2023-12-27 22:29:10","2023-09-04 09:56:24",Parnamirim,null,386,NULL,NULL,NULL
387,"Michael Dean",893.730.714-65,"2024-04-28 09:51:14","2024-02-22 05:25:14",Ceará-Mirim,null,387,NULL,NULL,NULL
388,"Barrett Schmidt",867.515.766-44,"2024-01-10 03:52:43","2024-04-12 19:08:32",Parnamirim,null,388,NULL,NULL,NULL
389,"Yeo Guzman",275.159.669-73,"2024-10-26 14:10:27","2024-09-09 13:06:49",Parnamirim,null,389,NULL,NULL,NULL
390,"Bianca Roth",375.954.993-53,"2023-11-21 07:46:23","2023-08-18 21:40:23",Macaíba,null,390,NULL,NULL,NULL
391,"Abraham Fernandez",467.336.817-17,"2023-11-07 23:09:13","2024-08-23 23:16:20",Macaíba,null,391,NULL,NULL,NULL
392,"Ima Ford",800.139.171-18,"2024-07-22 00:45:45","2024-09-25 01:48:18",Macaíba,null,392,NULL,NULL,NULL
